id,latitude,longitude,SiteName,StartLat,StartLong,EndLat,EndLong
GRT01_MORO_2694_2,51.93171,4.466902,Schieweg - Stadhoudersweg --> Stadhoudersweg - Statenweg (richting Statenweg - Weena),51.93171,4.466902,51.93024,4.458456
GRT01_MORO_2695_2,51.93024,4.458456,Stadhoudersweg - Statenweg --> Kleinpolderplein (richting snelweg oprit 1),51.93024,4.458456,51.9297,4.444438
GRT01_MORO_2696_2,51.91327,4.430688,Marconiplein --> Giessenplein (richting snelweg oprit 2),51.91327,4.430688,51.92328,4.419156
GRT01_MORO_2697_2,51.90477,4.444322,Hudsonplein --> Marconiplein (richting overige weg 1),51.90477,4.444322,51.91327,4.430688
GAD01_MOA_Route35A,52.38604,4.913447,Havikslaan_S116S118_Ataturk,52.38604,4.913447,52.38906,4.92015
GAD01_MOA_Route35B,52.40302,4.89708,Ataturk_S118_A10,52.40302,4.89708,52.42498,4.88251
GAD01_MOA_Route36A_M,52.30843,4.971107,A9_S112_Daalwijkdreef,52.30843,4.971107,52.32383,4.95694
GAD01_MOA_Route36B_L,52.32541,4.955672,Daalwijkdreef_S112_A10Li,52.32541,4.955672,52.33834,4.93972
GAD01_MOA_Route36B_R,52.32545,4.955782,Daalwijkdreef_S112_A10Re,52.32545,4.955782,52.33632,4.94348
GAD01_MOA_Route37A_R,52.3361,4.94352,A10_S112_Daalwijkdreef,52.3361,4.94352,52.3238,4.956824
GAD01_MOA_Route37B_L,52.32214,4.958421,Daalwijkdreef_S112_A9Li,52.32214,4.958421,52.30835,4.97102
GAD01_MOA_Route37B_R,52.32214,4.958427,Daalwijkdreef_S112_A9Re,52.32214,4.958427,52.30771,4.97167
GAD01_MOA_Route038,52.39013,4.884857,S102_S100_S103,52.39013,4.884857,52.38506,4.88136
GAD01_MOA_Route039,52.38515,4.881614,S103_S100_S101,52.38515,4.881614,52.39051,4.88507
GAD01_MOA_Route040,52.38486,4.881349,S103_S100_S105,52.38486,4.881349,52.37418,4.87502
RWS01_MONICA_00D00C0D5C0FD007000B,52.05046,5.46656,00D00C0D5C0FD007000B,,,,
RWS01_MONICA_00D00C0D5C0FD007000F,52.05046,5.46656,00D00C0D5C0FD007000F,,,,
RWS01_MONICA_00D00C0D7841D0070007,52.04941,5.47736,00D00C0D7841D0070007,,,,
RWS01_MONICA_00D00C0D7841D007000B,52.04941,5.47736,00D00C0D7841D007000B,,,,
RWS01_MONICA_00D01C038037D007000F,52.16784,5.42263,00D01C038037D007000F,,,,
RWS01_MONICA_00D01C038037D0070013,52.16784,5.42263,00D01C038037D0070013,,,,
RWS01_MONICA_00D01C042C19B8200007,52.1701,5.42383,00D01C042C19B8200007,,,,
RWS01_MONICA_00D01C042C19B820000B,52.1701,5.42383,00D01C042C19B820000B,,,,
RWS01_MONICA_00D01C04303CD0070007,52.1713,5.42422,00D01C04303CD0070007,,,,
RWS01_MONICA_00D01C04303CD007000B,52.1713,5.42422,00D01C04303CD007000B,,,,
RWS01_MONICA_00D01C04441E88200007,52.17341,5.42866,00D01C04441E88200007,,,,
RWS01_MONICA_00D01C04441E8820000B,52.17341,5.42866,00D01C04441E8820000B,,,,
RWS01_MONICA_00D01D017C06D0070007,51.87124,4.51479,00D01D017C06D0070007,,,,
RWS01_MONICA_00D01D017C06D007000B,51.87124,4.51479,00D01D017C06D007000B,,,,
RWS01_MONICA_00D001022C5FD0050005,52.32023,5.08733,00D001022C5FD0050005,,,,
RWS01_MONICA_00D001022C5FD0050009,52.32023,5.08733,00D001022C5FD0050009,,,,
RWS01_MONICA_00D001022C5FD005000D,52.32023,5.08733,00D001022C5FD005000D,,,,
RWS01_MONICA_00D001023028D0070007,52.31987,5.08778,00D001023028D0070007,,,,
RWS01_MONICA_00D001023028D007000B,52.31987,5.08778,00D001023028D007000B,,,,
RWS01_MONICA_00D001023028D0070187,52.31987,5.08778,00D001023028D0070187,,,,
RWS01_MONICA_00D001023028D0070307,52.31987,5.08778,00D001023028D0070307,,,,
RWS01_MONICA_00D001023028D007030B,52.31987,5.08778,00D001023028D007030B,,,,
RWS01_MONICA_00D00102385AD0050005,52.31913,5.09122,00D00102385AD0050005,,,,
RWS01_MONICA_00D00102385AD0050009,52.31913,5.09122,00D00102385AD0050009,,,,
GAD01_MOA_Route041,52.37426,4.875145,S105_S100_S103,52.37426,4.875145,52.38515,4.881614
GAD01_MOA_Route042,52.37396,4.874959,S105_S100_S106,52.37396,4.874959,52.36374,4.878776
GAD01_MOA_Route043,52.36399,4.878771,S106_S100_S105,52.36399,4.878771,52.37416,4.87514
GAD01_MOA_Route044,52.36369,4.878708,S106_S100_S108,52.36369,4.878708,52.36,4.886996
GAD01_MOA_Route045,52.36019,4.886812,S108_S100_S106,52.36019,4.886812,52.36378,4.878695
GAD01_MOA_Route046,52.36,4.886996,S108_S100_S112,52.36,4.886996,52.36013,4.90858
GAD01_MOA_Route047,52.35872,4.903399,S110_S100_S108,52.35872,4.903399,52.36019,4.886812
GAD01_MOA_Route048,52.36022,4.910632,S112_S100_S113,52.36022,4.910632,52.36394,4.923367
GAD01_MOA_Route049,52.36328,4.922036,S113_S100_S110,52.36328,4.922036,52.35872,4.903399
GAD01_MOA_Route050,52.36394,4.923367,S113_S100_S114,52.36394,4.923367,52.37245,4.93372
GAD01_MOA_Route051,52.37233,4.933659,S114_S100_S113,52.37233,4.933659,52.36328,4.922036
GRT01_MORO_2698_2,51.95108,4.418948,A13 - Doenkade --> G.K. van Hogendorpweg - Doenkade (richting overige weg 1),51.95108,4.418948,51.96824,4.45682
GRT01_MORO_2699_2,51.92376,4.478057,Hofplein --> Blaak - Posthoornstraat (richting Oostplein),51.92376,4.478057,51.91789,4.48102
GRT01_MORO_2700_2,51.92376,4.478057,Hofplein --> Eendrachtsplein (richting nvt),51.92376,4.478057,51.91789,4.48102
GRT01_MORO_2701_2,51.92464,4.478998,Hofplein --> Oostplein (richting Maasboulevard - Oostmolenwerf),51.92464,4.478998,51.92378,4.495849
GRT01_MORO_2702_2,51.92321,4.471883,Weena - Kruisplein  --> Hofplein (richting Oostplein),51.92321,4.471883,51.92454,4.479067
GRT01_MORO_2703_2,51.87259,4.543306,IJsselmondse Randweg --> Kreekhuizenplein (richting Vaanweg - Oldegaarde),51.87259,4.543306,51.88176,4.536044
GRT01_MORO_2704_2,51.87259,4.543306,IJsselmondse Randweg --> P+R Lombardijen (richting nvt),51.87259,4.543306,51.8786,4.538006
GRT01_MORO_2705_2,51.88147,4.53519,Kreekhuizenplein --> Vaanweg - Oldegaarde (richting Oldegaarde - Zuiderparkweg),51.88147,4.53519,51.87543,4.510968
GAD01_MOA_Route052,52.37637,4.921408,S116_S100_S101,52.37637,4.921408,52.39081,4.884825
GAD01_MOA_Route053,52.39058,4.885102,S101_S100_S116,52.39058,4.885102,52.37625,4.92161
GAD01_MOA_Route54B,52.34703,4.880131,S108_S109_A10,52.34703,4.880131,52.33395,4.88993
GAD01_MOA_Route55A,52.33785,4.892109,A10_S109S108_Apollolaan,52.33785,4.892109,52.34719,4.88002
GAD01_MOA_Route56B,52.35756,4.855017,S106_Amstelveenseweg_A10,52.35756,4.855017,52.34521,4.85735
GAD01_MOA_Route57A,52.33935,4.857692,A10_Amstelveenseweg_S106,52.33935,4.857692,52.34547,4.85791
GAD01_MOA_Route058,52.37315,4.933133,S114_S100_S116,52.37315,4.933133,52.37637,4.921408
GAD01_MOA_Route059,52.37619,4.922015,S116_S100_S114,52.37619,4.922015,52.37247,4.93441
GAD01_MOA_Route060,52.38612,4.913323,Havikslaan_S116_S100,52.38612,4.913323,52.37592,4.92152
GAD01_MOA_Route061,52.36966,4.907225,S112_S116_S100,52.36966,4.907225,52.37144,4.91135
GAD01_MOA_Route062,52.37603,4.921528,S100_S116_Havikslaan,52.37603,4.921528,52.38604,4.913447
RWS01_MONICA_00D00102385AD005000D,52.31913,5.09122,00D00102385AD005000D,,,,
RWS01_MONICA_00D00102385AD0050085,52.31913,5.09122,00D00102385AD0050085,,,,
RWS01_MONICA_00D00102502330200007,52.31668,5.09832,00D00102502330200007,,,,
RWS01_MONICA_00D0010250233020000B,52.31668,5.09832,00D0010250233020000B,,,,
RWS01_MONICA_00D00102502330200187,52.31668,5.09832,00D00102502330200187,,,,
RWS01_MONICA_00D001025441D0050005,52.31659,5.10008,00D001025441D0050005,,,,
RWS01_MONICA_00D001025441D0050009,52.31659,5.10008,00D001025441D0050009,,,,
RWS01_MONICA_00D001025441D005000D,52.31659,5.10008,00D001025441D005000D,,,,
RWS01_MONICA_00D001025441D0050011,52.31659,5.10008,00D001025441D0050011,,,,
RWS01_MONICA_00D00102644B80200005,52.31486,5.10565,00D00102644B80200005,,,,
RWS01_MONICA_00D01D017C06D0070087,51.87124,4.51479,00D01D017C06D0070087,,,,
RWS01_MONICA_00D01D019418A0200005,51.86604,4.51269,00D01D019418A0200005,,,,
RWS01_MONICA_00D01D019418A0200009,51.86604,4.51269,00D01D019418A0200009,,,,
RWS01_MONICA_00D01D01981E88200007,51.86675,4.51226,00D01D01981E88200007,,,,
RWS01_MONICA_00D01D019C54D0050005,51.86467,4.51759,00D01D019C54D0050005,,,,
RWS01_MONICA_00D01D019C54D0050009,51.86467,4.51759,00D01D019C54D0050009,,,,
RWS01_MONICA_00D01D019C60A8200007,51.86465,4.51735,00D01D019C60A8200007,,,,
RWS01_MONICA_00D01D01A038D0070007,51.86396,4.5148,00D01D01A038D0070007,,,,
RWS01_MONICA_00D01D01AC4AA0200005,51.86123,4.51601,00D01D01AC4AA0200005,,,,
RWS01_MONICA_00D01D01AC4AA0200009,51.86123,4.51601,00D01D01AC4AA0200009,,,,
GRT01_MORO_2706_2,51.88668,4.542339,Klein Nieuwland --> Kreekhuizenplein (richting Vaanplein),51.88668,4.542339,51.88158,4.53508
GRT01_MORO_2707_2,51.8792,4.466131,Groene Kruisweg - Oldegaarde --> Groene Kruisweg - Korperweg (richting Groene Kruisplein),51.8792,4.466131,51.87521,4.459784
GRT01_MORO_2708_2,51.88078,4.500746,Vaanweg - Oldegaarde --> Oldegaarde - Zuiderparkweg (richting Groene Kruisweg - Oldegaarde),51.88078,4.500746,51.87765,4.47765
GRT01_MORO_2709_2,51.89407,4.47187,Maastunnel Zuid --> Groene Kruisweg - Oldegaarde (richting Oldegaarde - Zuiderparkweg),51.89407,4.47187,51.89254,4.475026
GRT01_MORO_2710_2,51.89407,4.47187,Maastunnel Zuid --> Korperweg - Waalhaven Oostzijde (O.Z.) (richting Groene Kruisweg - Korperweg),51.89407,4.47187,51.89254,4.475026
GRT01_MORO_2711_2,51.86883,4.449052,Groene Kruisplein --> Groene Kruisweg - Korperweg (richting Korperweg - Waalhaven Oostzijde (O.Z.)),51.86883,4.449052,51.87548,4.460123
GRT01_MORO_2712_2,51.8745,4.430931,Reewegviaduct --> Reeweg - Waalhavenweg (richting Korperweg - Waalhaven Oostzijde (O.Z.)),51.8745,4.430931,51.87815,4.433945
GAD01_MOA_Route063,52.35102,4.935067,HugoDeVrieslaan_S113(MiddenwegLinnaeusstraat)OosterparkInsulindeweg_Zeeburgerdijk,52.35102,4.935067,52.36001,4.92531
GAD01_MOA_Route064,52.36492,4.947697,Zeeburgerdijk_InsulindewegOosterparkS113(LinnaeusstraatMiddenweg)_HugoDeVrieslaan,52.36492,4.947697,52.36164,4.93974
GAD01_MOA_Route065,52.36281,4.92345,S100_S113(Linnaeusstraat)OosterparkInsulindeweg_Zeeburgerdijk,52.36281,4.92345,52.35996,4.925298
GAD01_MOA_Route066,52.36492,4.947697,Zeeburgerdijk_InsulindewegOosterparkS113(Linnaeusstraat)_S100,52.36492,4.947697,52.36159,4.939755
GAD01_MOA_Route068,52.36618,4.944807,Zuiderzeeweg_ZeeburgerdijkS100_S113,52.36618,4.944807,52.36621,4.93355
GAD01_MOA_Route069,52.37233,4.933659,S114_S100(Panamalaan)Zeeburgerdijk_Zuiderzeeweg,52.37233,4.933659,52.36613,4.93393
GAD01_MOA_Route070,52.36618,4.944807,Zuiderzeeweg_ZeeburgerdijkS100(Panamalaan)_S114,52.36618,4.944807,52.36635,4.93393
GAD01_MOA_Route071,52.36529,4.949001,Flevoweg_Zuiderzeeweg_S114,52.36529,4.949001,52.37231,4.962471
GAD01_MOA_Route072,52.37174,4.962306,S114_Zuiderzeeweg_Flevoweg,52.37174,4.962306,52.36522,4.94853
RWS01_MONICA_00D00102644B80200009,52.31486,5.10565,00D00102644B80200009,,,,
RWS01_MONICA_00D00102644BD0050005,52.31503,5.10559,00D00102644BD0050005,,,,
RWS01_MONICA_00D00102644BD0050009,52.31503,5.10559,00D00102644BD0050009,,,,
RWS01_MONICA_00D00102644BD0070007,52.3148,5.10556,00D00102644BD0070007,,,,
RWS01_MONICA_00D00102644BD007000B,52.3148,5.10556,00D00102644BD007000B,,,,
RWS01_MONICA_00D001026C0028200005,52.31623,5.11453,00D001026C0028200005,,,,
RWS01_MONICA_00D00102743C80200005,52.31344,5.11081,00D00102743C80200005,,,,
RWS01_MONICA_00D00102805080200005,52.31497,5.10514,00D00102805080200005,,,,
RWS01_MONICA_00D001028050D0050005,52.31216,5.11497,00D001028050D0050005,,,,
RWS01_MONICA_00D001028050D0050009,52.31216,5.11497,00D001028050D0050009,,,,
GAD01_MOA_Route073,52.36529,4.949001,Flevoweg_ZuiderzeewegS114_A10,52.36529,4.949001,52.3719,4.96273
GAD01_MOA_Route074,52.38948,4.965667,A10_Zuiderzeeweg_S114,52.38948,4.965667,52.37215,4.96233
GAD01_MOA_Route075,52.37231,4.962471,S114_Zuiderzeeweg_A10,52.37231,4.962471,52.3897,4.966011
GAD01_MOA_Route076,52.36593,4.975126,A10_IJburglaan_Ruisrietstraat,52.36593,4.975126,52.35274,4.999695
GAD01_MOA_Route077,52.35302,4.999625,Ruisrietstraat_IJburglaan_A10,52.35302,4.999625,52.36837,4.970833
GAD01_MOA_Route078,52.35274,4.999695,Ruisrietstraat_IJburglaanPampuslaanMuiderlaan_Overdiemerweg,52.35274,4.999695,52.3405,5.014127
GAD01_MOA_Route079,52.34046,5.014213,Overdiemerweg_MuiderlaanPampuslaanIJburglaan_Ruisrietstraat,52.34046,5.014213,52.35302,4.999625
GAD01_MOA_Route080,52.4087,4.940687,A10_N247(Slochterweg)_N236(Kanaaldijk),52.4087,4.940687,52.42153,4.9527
GAD01_MOA_Route081,52.42161,4.952617,N236(Kanaaldijk)_N247(Slochterweg)_A10,52.42161,4.952617,52.40752,4.939183
GAD01_MOA_Route082,52.38497,4.88168,S100_HaarlemmerHouttuinenNieuweWesterdokstraatPrinsHendrikkadeKattenburgerstraat_S100,52.38497,4.88168,52.37925,4.8953
RWS01_MONICA_00D01D01AC4AD0050005,51.86129,4.51623,00D01D01AC4AD0050005,,,,
RWS01_MONICA_00D01D01AC4AD0050009,51.86129,4.51623,00D01D01AC4AD0050009,,,,
RWS01_MONICA_00D01D01B42ED0070007,51.8597,4.5158,00D01D01B42ED0070007,,,,
RWS01_MONICA_00D01D01B42ED007000B,51.8597,4.5158,00D01D01B42ED007000B,,,,
RWS01_MONICA_00D01D01CC13D0050005,51.85455,4.51638,00D01D01CC13D0050005,,,,
RWS01_MONICA_00D01D01CC13D0050009,51.85455,4.51638,00D01D01CC13D0050009,,,,
RWS01_MONICA_00D01D01CC13D005000D,51.85455,4.51638,00D01D01CC13D005000D,,,,
RWS01_MONICA_00D01D01CC13D0050011,51.85455,4.51638,00D01D01CC13D0050011,,,,
RWS01_MONICA_00D03B07F035D0050005,51.69728,4.3958,00D03B07F035D0050005,,,,
RWS01_MONICA_00D03B07F035D0050009,51.69728,4.3958,00D03B07F035D0050009,,,,
GAD01_MOA_Route083,52.37603,4.921528,S100_KattenburgerstraatPrinsHendrikkadeNieuweWesterdokstraatHaarlemmerHouttuinen_S100,52.37603,4.921528,52.3717,4.91106
GAD01_MOA_Route084,52.38497,4.88168,S100_HaarlemmerHouttuinenNieuweWesterdokstraatPrinsHendrikkadeIJtunnel_Havikslaan,52.38497,4.88168,52.37925,4.8953
GAD01_MOA_Route085,52.38611,4.913348,Havikslaan_IJtunnelPrinsHendrikkadeNieuweWesterdokstraatHaarlemmerHouttuinen_S100,52.38611,4.913348,52.37189,4.910453
GAD01_MOA_Route086,52.36328,4.922036,S100_AlexanderpleinPlantageMiddenlaanMuiderstraat_MeesterVisserplein,52.36328,4.922036,52.36962,4.907268
GAD01_MOA_Route087,52.36919,4.905985,MeesterVisserplein_MuiderstraatPlantageMiddenlaanAlexanderplein_S100,52.36919,4.905985,52.3639,4.923441
GAD01_MOA_Route088,52.3475,4.918404,PrinsBernhardplein_JulianapleinHugoDeVrieslaan_S113(Middenweg),52.3475,4.918404,52.34769,4.91836
GAD01_MOA_Route090,52.34817,4.917576,PrinsBernhardplein_MeesterTreublaanS110(Amsteldijk)PresidentKennedylaanNieuweUtrechtseweg_A2,52.34817,4.917576,52.34722,4.9117
GAD01_MOA_Route091,52.33776,4.910675,A2_NieuweUtrechtsewegPresidentKennedylaanS110(Amsteldijk)MeesterTreublaan_PrinsBernhardplein,52.33776,4.910675,52.34722,4.9117
RWS01_MONICA_00D001028050D005000D,52.31216,5.11497,00D001028050D005000D,,,,
RWS01_MONICA_00D001028050D0070007,52.31198,5.11486,00D001028050D0070007,,,,
RWS01_MONICA_00D001028050D007000B,52.31198,5.11486,00D001028050D007000B,,,,
RWS01_MONICA_00D001028050D007000F,52.31198,5.11486,00D001028050D007000F,,,,
RWS01_MONICA_00D001028050D0070013,52.31198,5.11486,00D001028050D0070013,,,,
RWS01_MONICA_00D001028C5028200005,52.31105,5.1174,00D001028C5028200005,,,,
RWS01_MONICA_00D001028C50D0050005,52.31075,5.11885,00D001028C50D0050005,,,,
RWS01_MONICA_00D001028C50D0050009,52.31075,5.11885,00D001028C50D0050009,,,,
RWS01_MONICA_00D001028C50D005000D,52.31075,5.11885,00D001028C50D005000D,,,,
RWS01_MONICA_00D001034C5ED0050005,52.2941,5.17827,00D001034C5ED0050005,,,,
GRT01_MORO_2713_2,51.87799,4.45251,Korperweg - Waalhaven Oostzijde (O.Z.) --> Reeweg - Waalhavenweg (richting Reewegviaduct),51.87799,4.45251,51.87761,4.432617
GRT01_MORO_2714_2,51.92571,4.567849,Capelseplein --> Hoofdweg - Prins Alexanderlaan (richting A16 - Hoofdweg),51.92571,4.567849,51.93102,4.56329
GRT01_MORO_2715_2,51.95075,4.565205,Hoofdweg - Capelseweg --> Abraham van Rijckervorselweg - Kanaalweg (richting overige weg 1),51.95075,4.565205,51.93366,4.583716
GRT01_MORO_2716_2,51.96757,4.455049,G.K. van Hogendorpweg - Doenkade --> Rotterdam Airport (richting nvt) ,51.96757,4.455049,51.95239,4.4222
GRT01_MORO_2717_2,51.94956,4.415241,A13 - Doenkade --> Giessenplein (richting snelweg oprit 1),51.94956,4.415241,51.92357,4.418994
GRT01_MORO_2718_2,51.90751,4.490744,Wilhelminaplein --> Boompjes - Erasmusbrug (richting Maasboulevard - Oostmolenwerf),51.90751,4.490744,51.91224,4.482127
GRT01_MORO_2719_2,51.90751,4.490744,Wilhelminaplein --> Boompjes - Erasmusbrug (richting Drooglever Fortuynplein (DFP)),51.90751,4.490744,51.91224,4.482127
GRT01_MORO_2720_2,51.90972,4.464908,Drooglever Fortuynplein (DFP) --> Statenweg - Weena (richting Weena - Kruisplein ),51.90972,4.464908,51.92258,4.462644
GAD01_MOA_Route092,52.33785,4.892109,A10_EuropaboulevardPresidentKennedylaanS110(Amsteldijk)MeesterTreublaan_PrinsBernhardplein,52.33785,4.892109,52.34079,4.89243
GAD01_MOA_Route093,52.34817,4.917576,PrinsBernhardplein_MeesterTreublaanS110(Amsteldijk)PresidentKennedylaanEuropaboulevard_A10,52.34817,4.917576,52.34724,4.91157
GAD01_MOA_Route094,52.34704,4.879518,S109_S108Amstelveenseweg_S106,52.34704,4.879518,52.34541,4.85749
GAD01_MOA_Route095,52.35756,4.855017,S106_AmstelveensewegS108_S109,52.35756,4.855017,52.34541,4.85749
GAD01_MOA_Route097,52.3588,4.853544,Surinameplein_Hoofdweg_A10,52.3588,4.853544,52.37766,4.84636
GAD01_MOA_Route098,52.38483,4.847374,A10_AdmiraalDeRuiterweg_JanVanGalenstraat,52.38483,4.847374,52.37467,4.85854
GAD01_MOA_Route099,52.39197,4.84307,A10_S102(Basisweg)_S103(Seineweg),52.39197,4.84307,52.39192,4.81907
GAD01_MOA_Route100,52.39115,4.818476,S102(Basisweg)_S103(Seineweg)_S104(Haarlemmerweg),52.39115,4.818476,52.38437,4.819232
GAD01_MOA_Route101,52.39115,4.818476,S102(Basisweg)_S103(Seineweg)S104(BurgemeesterDeVlugtlaan)_S105(Slotermeerlaan),52.39115,4.818476,52.38426,4.8186
RWS01_MONICA_10D00104783C68200005,52.23811,5.22933,10D00104783C68200005,,,,
RWS01_MONICA_10D00104783C68200009,52.23811,5.22933,10D00104783C68200009,,,,
RWS01_MONICA_10D00104883268200005,52.23573,5.23378,10D00104883268200005,,,,
RWS01_MONICA_10D00104883268200009,52.23573,5.23378,10D00104883268200009,,,,
RWS01_MONICA_10D00104944168200005,52.23383,5.23815,10D00104944168200005,,,,
RWS01_MONICA_10D00104944168200009,52.23383,5.23815,10D00104944168200009,,,,
RWS01_MONICA_10D001055C00D0050305,52.2199,5.30245,10D001055C00D0050305,,,,
RWS01_MONICA_10D001056000D0050005,52.21961,5.30383,10D001056000D0050005,,,,
RWS01_MONICA_10D001056000D0050009,52.21961,5.30383,10D001056000D0050009,,,,
RWS01_MONICA_10D00107202D10200005,52.17006,5.44032,10D00107202D10200005,,,,
RWS01_MONICA_00D001034C5ED0050009,52.2941,5.17827,00D001034C5ED0050009,,,,
RWS01_MONICA_00D001034C5ED005000D,52.2941,5.17827,00D001034C5ED005000D,,,,
RWS01_MONICA_00D001035004D0070007,52.29395,5.17807,00D001035004D0070007,,,,
RWS01_MONICA_00D001035004D007000B,52.29395,5.17807,00D001035004D007000B,,,,
RWS01_MONICA_00D001035004D007000F,52.29395,5.17807,00D001035004D007000F,,,,
RWS01_MONICA_00D00103541278200007,52.2932,5.17851,00D00103541278200007,,,,
RWS01_MONICA_00D00103541280200005,52.29317,5.17929,00D00103541280200005,,,,
RWS01_MONICA_00D001036031D0050005,52.29051,5.18147,00D001036031D0050005,,,,
RWS01_MONICA_00D001036031D0050009,52.29051,5.18147,00D001036031D0050009,,,,
RWS01_MONICA_00D001036031D005000D,52.29051,5.18147,00D001036031D005000D,,,,
GAD01_MOA_Route102,52.37616,4.819319,S105(Slotermeerlaan)_BurgemeesterRoellstraatDoctorH.ColijnstraatWillemSchermerhornstraatS104(Haarlemmerweg)_S103,52.37616,4.819319,52.38156,4.82126
GAD01_MOA_Route103,52.37616,4.819319,S207(plein)_Slotermeerlaan_S104(BurgemeesterDeVlugtlaan),52.37616,4.819319,52.38134,4.82127
GAD01_MOA_Route104,52.38128,4.821736,Slotermeerlaan_S104(BurgemeesterDeVlugtlaan)BosEnLommerweg_A10,52.38128,4.821736,52.37774,4.84356
GAD01_MOA_Route105,52.37549,4.819785,S207(plein)_S105(BurgemeesterRoellstraatJanVanGalenstraat)_A10,52.37549,4.819785,52.37212,4.844386
GAD01_MOA_Route106,52.37243,4.841368,A10_S105(JanVanGalenstraatBurgemeesterRoellstraat)_S207(plein),52.37243,4.841368,52.3757,4.31905
GAD01_MOA_Route107,52.36628,4.804622,S106(Ookmeerweg)_S207(MeerEnVaartPresidentAllendelaanSlotermeerlaan)_S207(Plein),52.36628,4.804622,52.3755,4.81909
GAD01_MOA_Route108,52.37523,4.818706,S207(Plein)_S207(SlotermeerlaanPresidentAllendelaanMeerEnVaart)_S106(Ookmeerweg),52.37523,4.818706,52.3663,4.80416
GAD01_MOA_Route109,52.35669,4.809289,S106(MeerEnVaart)_S106(OsdorperBanBoutenburg)_S106(PresidentAllendelaan),52.35669,4.809289,52.36619,4.80418
GRT01_MORO_2721_2,51.90835,4.467026,Drooglever Fortuynplein (DFP) --> Boompjes - Erasmusbrug (richting Wilhelminaplein),51.90835,4.467026,51.91234,4.482124
GRT01_MORO_2722_2,51.92248,4.467927,Weena - Kruisplein  --> Statenweg - Weena (richting Stadhoudersweg - Statenweg),51.92248,4.467927,51.92253,4.462614
GRT01_MORO_2723_2,51.92248,4.467927,Weena - Kruisplein  --> Statenweg - Weena (richting Drooglever Fortuynplein (DFP)),51.92248,4.467927,51.92253,4.462614
GRT01_MORO_2724_2,51.91887,4.486423,Blaak - Posthoornstraat --> Oostplein (richting Boezemlaan - Bosdreef),51.91887,4.486423,51.9223,4.497144
GRT01_MORO_2725_2,51.91613,4.481868,Schiedamsedijk - Schilderstraat --> Boompjes - Erasmusbrug (richting Maasboulevard - Oostmolenwerf),51.91613,4.481868,51.91224,4.482127
GRT01_MORO_2726_2,51.91644,4.474267,Eendrachtsplein --> Hofplein (richting Oostplein),51.91644,4.474267,51.91777,4.481056
GRT01_MORO_2727_2,51.91619,4.473242,Eendrachtsplein --> Drooglever Fortuynplein (DFP) (richting Boompjes - Erasmusbrug),51.91619,4.473242,51.91175,4.463647
GRT01_MORO_2728_2,51.92565,4.534714,A16 - Jaques Duthilweg --> P+R Kralingse Zoom (richting nvt),51.92565,4.534714,51.9257,4.533728
GAD01_MOA_Route110,52.36609,4.803958,S106(PresidentAllendelaan)_S106(BoutenburgOsdorperBan)_S106(MeerEnVaart),52.36609,4.803958,52.3562,4.809792
GAD01_MOA_Route111,52.3562,4.809792,MeerEnVaart_S106(ComelisLelylaan)_A10,52.3562,4.809792,52.35792,4.845465
GAD01_MOA_Route112,52.35819,4.841835,A10_S106(ComelisLelylaan)_MeerEnVaart,52.35819,4.841835,52.35669,4.809289
GAD01_MOA_Route113,52.34557,4.827931,JohanHuizingalaan_HenkSneevlietweg_A10,52.34557,4.827931,52.34559,4.84119
GAD01_MOA_Route114,52.34594,4.839856,A10_HenkSneevlietweg_JohanHuizingalaan,52.34594,4.839856,52.34566,4.8276
GAD01_MOA_Route115,52.36923,4.905944,AnneFrankstraat_ValkenburgerstraatWeesperstraatS112_S100,52.36923,4.905944,52.36798,4.90386
GAD01_MOA_Route116,52.36042,4.908501,S100_WeesperstraatS112Valkenburgerstraat_AnneFrankstraat,52.36042,4.908501,52.36798,4.90386
GAD01_MOA_Route117_M,52.30995,4.930808,A2_N522_BurgemeesterStramanweg_BorisPasternakstraat,52.30995,4.930808,52.31556,4.94585
GAD01_MOA_Route117_R,52.30991,4.930852,A2_N522_Holterbergweg/deEntree,52.30991,4.930852,52.31192,4.93658
RWS01_MONICA_10D00205800060200007,52.29583,4.93925,10D00205800060200007,,,,
RWS01_MONICA_10D0020580006020000B,52.29583,4.93925,10D0020580006020000B,,,,
RWS01_MONICA_10D00205901E60200007,52.29233,4.942,10D00205901E60200007,,,,
RWS01_MONICA_10D00205901E6020000B,52.29233,4.942,10D00205901E6020000B,,,,
RWS01_MONICA_10D00205901E60200307,52.29233,4.942,10D00205901E60200307,,,,
RWS01_MONICA_10D00205901E6020030B,52.29233,4.942,10D00205901E6020030B,,,,
RWS01_MONICA_10D00205B40A60200007,52.28543,4.94838,10D00205B40A60200007,,,,
RWS01_MONICA_10D00205D050D0050005,52.27936,4.95376,10D00205D050D0050005,,,,
RWS01_MONICA_10D00205D050D0050009,52.27936,4.95376,10D00205D050D0050009,,,,
RWS01_MONICA_10D00205D050D005000D,52.27936,4.95376,10D00205D050D005000D,,,,
GAD01_MOA_Route118_L,52.31272,4.936929,Holterbergweg_N522_A2Li,52.31272,4.936929,52.30835,4.92697
GAD01_MOA_Route119_L,52.31556,4.94585,BorisPasternakstraat_Daalwijkdreef_S112,52.31556,4.94585,52.32386,4.95706
